,2015,2020,2025,2030,2035,2040,2045,2050,0
AL,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
AT,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
BA,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
BE,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
BG,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
CH,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
CY,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
CZ,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
DE,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
DK,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
EE,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
ES,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
FI,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
FR,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
GB,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
GR,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
HR,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
HU,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
IE,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
IS,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
IT,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
LT,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
LU,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
LV,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
ME,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
MK,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
MT,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
NL,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
NO,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
PL,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
PT,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
RO,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
RS,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
SE,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
SI,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
SK,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,
TR,0.32,0.41,0.63,0.66,0.66,0.32,0.32,0.32,
TR,,,,,,,,,
